,Sector,Industry,Ticker
90,CONSUMP,HOME,FTI
91,CONSUMP,HOME,KYE
92,CONSUMP,HOME,L&E
93,CONSUMP,HOME,MODERN
94,CONSUMP,HOME,OGC
95,CONSUMP,HOME,ROCK
96,CONSUMP,HOME,SBNEXT
97,CONSUMP,HOME,SIAM
98,CONSUMP,HOME,TCMC
99,CONSUMP,PERSON,APCO
100,CONSUMP,PERSON,BIZ
101,CONSUMP,PERSON,BLC
102,CONSUMP,PERSON,DDD
103,CONSUMP,PERSON,JCT
104,CONSUMP,PERSON,KISS
105,CONSUMP,PERSON,NAM
106,CONSUMP,PERSON,NV
107,CONSUMP,PERSON,OCC
108,CONSUMP,PERSON,S&J
109,CONSUMP,PERSON,STGT
110,CONSUMP,PERSON,STHAI
111,CONSUMP,PERSON,TNR
112,CONSUMP,PERSON,TOG
113,FINCIAL,BANK,BAY
114,FINCIAL,BANK,BBL
115,FINCIAL,BANK,CIMBT
116,FINCIAL,BANK,KBANK
117,FINCIAL,BANK,KKP
118,FINCIAL,BANK,KTB
119,FINCIAL,BANK,LHFG
120,FINCIAL,BANK,SCB
121,FINCIAL,BANK,TCAP
122,FINCIAL,BANK,TISCO
123,FINCIAL,BANK,TTB
124,FINCIAL,FIN,AEONTS
125,FINCIAL,FIN,AMANAH
126,FINCIAL,FIN,ASAP
127,FINCIAL,FIN,ASK
128,FINCIAL,FIN,ASP
129,FINCIAL,FIN,BAM
130,FINCIAL,FIN,BYD
131,FINCIAL,FIN,CGH
132,FINCIAL,FIN,CHASE
133,FINCIAL,FIN,CHAYO
134,FINCIAL,FIN,ECL
135,FINCIAL,FIN,FNS
136,FINCIAL,FIN,FSX
137,FINCIAL,FIN,GBX
138,FINCIAL,FIN,GL
139,FINCIAL,FIN,HENG
140,FINCIAL,FIN,IFS
141,FINCIAL,FIN,JMT
142,FINCIAL,FIN,KCAR
143,FINCIAL,FIN,KGI
144,FINCIAL,FIN,KTC
145,FINCIAL,FIN,MFC
146,FINCIAL,FIN,MICRO
147,FINCIAL,FIN,ML
148,FINCIAL,FIN,MST
149,FINCIAL,FIN,MTC
150,FINCIAL,FIN,NCAP
151,FINCIAL,FIN,PL
152,FINCIAL,FIN,S11
153,FINCIAL,FIN,SAK
154,FINCIAL,FIN,SAWAD
155,FINCIAL,FIN,SCAP
156,FINCIAL,FIN,SGC
157,FINCIAL,FIN,SM
158,FINCIAL,FIN,TH
159,FINCIAL,FIN,THANI
160,FINCIAL,FIN,TIDLOR
161,FINCIAL,FIN,TK
162,FINCIAL,FIN,TNITY
163,FINCIAL,FIN,UOBKH
164,FINCIAL,FIN,XPG
165,FINCIAL,INSUR,AYUD
166,FINCIAL,INSUR,BKI
167,FINCIAL,INSUR,BLA
168,FINCIAL,INSUR,BUI
169,FINCIAL,INSUR,CHARAN
170,FINCIAL,INSUR,INSURE
171,FINCIAL,INSUR,KWI
172,FINCIAL,INSUR,MTI
173,FINCIAL,INSUR,NKI
174,FINCIAL,INSUR,SMK
175,FINCIAL,INSUR,TGH
176,FINCIAL,INSUR,THRE
177,FINCIAL,INSUR,THREL
178,FINCIAL,INSUR,TIPH
179,FINCIAL,INSUR,TLI
180,FINCIAL,INSUR,TQM
181,FINCIAL,INSUR,TSI
182,FINCIAL,INSUR,TVH
183,INDUS,AUTO,3K-BAT
184,INDUS,AUTO,ACG
185,INDUS,AUTO,AH
186,INDUS,AUTO,CWT
187,INDUS,AUTO,EASON
188,INDUS,AUTO,GYT
189,INDUS,AUTO,HFT
190,INDUS,AUTO,IHL
191,INDUS,AUTO,INGRS
192,INDUS,AUTO,IRC
193,INDUS,AUTO,MGC
194,INDUS,AUTO,NEX
195,INDUS,AUTO,PCSGH
196,INDUS,AUTO,POLY
197,INDUS,AUTO,SAT
198,INDUS,AUTO,SPG
199,INDUS,AUTO,STANLY
200,INDUS,AUTO,TKT
201,INDUS,AUTO,TNPC
202,INDUS,AUTO,TRU
203,INDUS,AUTO,TSC
204,INDUS,IMM,ALLA
205,INDUS,IMM,ASEFA
206,INDUS,IMM,CPT
207,INDUS,IMM,CRANE
208,INDUS,IMM,CTW
209,INDUS,IMM,FMT
210,INDUS,IMM,HTECH
211,INDUS,IMM,KKC
212,INDUS,IMM,PK
213,INDUS,IMM,PSP
214,INDUS,IMM,SNC
215,INDUS,IMM,STARK
216,INDUS,IMM,TCJ
217,INDUS,IMM,TPCS
218,INDUS,IMM,VARO
219,INDUS,PAPER,UTP
220,INDUS,PETRO,BCT
221,INDUS,PETRO,CMAN
222,INDUS,PETRO,GC
223,INDUS,PETRO,GGC
224,INDUS,PETRO,GIFT
225,INDUS,PETRO,IVL
226,INDUS,PETRO,NFC
227,INDUS,PETRO,PATO
228,INDUS,PETRO,PMTA
229,INDUS,PETRO,PTTGC
230,INDUS,PETRO,SUTHA
231,INDUS,PETRO,TPA
232,INDUS,PETRO,UAC
233,INDUS,PETRO,UP
234,INDUS,PKG,AJ
235,INDUS,PKG,ALUCON
236,INDUS,PKG,BGC
237,INDUS,PKG,CSC
238,INDUS,PKG,NEP
239,INDUS,PKG,PJW
240,INDUS,PKG,PTL
241,INDUS,PKG,SCGP
242,INDUS,PKG,SFLEX
243,INDUS,PKG,SITHAI
244,INDUS,PKG,SLP
245,INDUS,PKG,SMPC
246,INDUS,PKG,SPACK
247,INDUS,PKG,TCOAT
248,INDUS,PKG,TFI
249,INDUS,PKG,THIP
250,INDUS,PKG,TMD
251,INDUS,PKG,TOPP
252,INDUS,PKG,TPAC
253,INDUS,PKG,TPBI
254,INDUS,PKG,TPP
255,INDUS,STEEL,2S
256,INDUS,STEEL,AMC
257,INDUS,STEEL,BSBM
258,INDUS,STEEL,CEN
259,INDUS,STEEL,CITY
260,INDUS,STEEL,CSP
261,INDUS,STEEL,GJS
262,INDUS,STEEL,GSTEEL
263,INDUS,STEEL,INOX
264,INDUS,STEEL,LHK
265,INDUS,STEEL,MCS
266,INDUS,STEEL,MILL
267,INDUS,STEEL,PAP
268,INDUS,STEEL,PERM
269,INDUS,STEEL,SAM
270,INDUS,STEEL,SMIT
271,INDUS,STEEL,SSSC
272,INDUS,STEEL,TGPRO
273,INDUS,STEEL,THE
274,INDUS,STEEL,TMT
275,INDUS,STEEL,TSTH
276,INDUS,STEEL,TWP
277,INDUS,STEEL,TYCN
278,PROPCON,CONMAT,CCP
279,PROPCON,CONMAT,COTTO
280,PROPCON,CONMAT,DCC
281,PROPCON,CONMAT,DCON
282,PROPCON,CONMAT,DRT
283,PROPCON,CONMAT,EPG
284,PROPCON,CONMAT,GEL
285,PROPCON,CONMAT,PPP
286,PROPCON,CONMAT,Q-CON
287,PROPCON,CONMAT,SCC
288,PROPCON,CONMAT,SCCC
289,PROPCON,CONMAT,SCP
290,PROPCON,CONMAT,SKN
291,PROPCON,CONMAT,STECH
292,PROPCON,CONMAT,TASCO
293,PROPCON,CONMAT,TOA
294,PROPCON,CONMAT,TPIPL
295,PROPCON,CONMAT,UMI
296,PROPCON,CONMAT,VNG
297,PROPCON,CONMAT,WIIK
298,PROPCON,CONMAT,WINDOW
299,PROPCON,CONS,APCS
300,PROPCON,CONS,BJCHI
301,PROPCON,CONS,BKD
302,PROPCON,CONS,CIVIL
303,PROPCON,CONS,CK
304,PROPCON,CONS,CNT
305,PROPCON,CONS,EMC
306,PROPCON,CONS,ITD
307,PROPCON,CONS,NWR
308,PROPCON,CONS,PLE
309,PROPCON,CONS,PREB
310,PROPCON,CONS,PYLON
311,PROPCON,CONS,RT
312,PROPCON,CONS,SEAFCO
313,PROPCON,CONS,SQ
314,PROPCON,CONS,SRICHA
315,PROPCON,CONS,STEC
316,PROPCON,CONS,STI
317,PROPCON,CONS,STPI
318,PROPCON,CONS,SYNTEC
319,PROPCON,CONS,TEAMG
320,PROPCON,CONS,TEKA
321,PROPCON,CONS,TPOLY
322,PROPCON,CONS,TRC
323,PROPCON,CONS,TRITN
324,PROPCON,CONS,TTCL
325,PROPCON,CONS,UNIQ
326,PROPCON,CONS,WGE
327,PROPCON,PROP,A
328,PROPCON,PROP,AKS
329,PROPCON,PROP,AMATA
330,PROPCON,PROP,AMATAV
331,PROPCON,PROP,ANAN
332,PROPCON,PROP,AP
333,PROPCON,PROP,APEX
334,PROPCON,PROP,ASW
335,PROPCON,PROP,AWC
336,PROPCON,PROP,BLAND
337,PROPCON,PROP,BRI
338,PROPCON,PROP,BROCK
339,PROPCON,PROP,CGD
340,PROPCON,PROP,CI
341,PROPCON,PROP,CMC
342,PROPCON,PROP,CPN
343,PROPCON,PROP,ESTAR
344,PROPCON,PROP,EVER
345,PROPCON,PROP,FPT
346,PROPCON,PROP,GLAND
347,PROPCON,PROP,J
348,PROPCON,PROP,JCK
349,PROPCON,PROP,KC
350,PROPCON,PROP,LALIN
351,PROPCON,PROP,LH
352,PROPCON,PROP,LPN
353,PROPCON,PROP,MBK
354,PROPCON,PROP,MJD
355,PROPCON,PROP,MK
356,PROPCON,PROP,NCH
357,PROPCON,PROP,NNCL
358,PROPCON,PROP,NOBLE
359,PROPCON,PROP,NUSA
360,PROPCON,PROP,NVD
361,PROPCON,PROP,ORI
362,PROPCON,PROP,ORN
363,PROPCON,PROP,PACE
364,PROPCON,PROP,PEACE
365,PROPCON,PROP,PF
366,PROPCON,PROP,PIN
367,PROPCON,PROP,PLAT
368,PROPCON,PROP,POLAR
369,PROPCON,PROP,PRECHA
370,PROPCON,PROP,PRIN
371,PROPCON,PROP,PSH
372,PROPCON,PROP,QH
373,PROPCON,PROP,RABBIT
374,PROPCON,PROP,RICHY
375,PROPCON,PROP,RML
376,PROPCON,PROP,ROJNA
377,PROPCON,PROP,S
378,PROPCON,PROP,SA
379,PROPCON,PROP,SAMCO
380,PROPCON,PROP,SC
381,PROPCON,PROP,SENA
382,PROPCON,PROP,SIRI
383,PROPCON,PROP,SPALI
384,PROPCON,PROP,UV
385,PROPCON,PROP,WHA
386,PROPCON,PROP,WIN
387,PROPCON,PF_REIT,AIMCG
388,PROPCON,PF_REIT,AIMIRT
389,PROPCON,PF_REIT,ALLY
390,PROPCON,PF_REIT,AMATAR
391,PROPCON,PF_REIT,B-WORK
392,PROPCON,PF_REIT,BAREIT
393,PROPCON,PF_REIT,BKKCP
394,PROPCON,PF_REIT,BOFFICE
395,PROPCON,PF_REIT,CPNCG
396,PROPCON,PF_REIT,CPNREIT
397,PROPCON,PF_REIT,CPTGF
398,PROPCON,PF_REIT,CTARAF
399,PROPCON,PF_REIT,DREIT
400,PROPCON,PF_REIT,ERWPF
401,PROPCON,PF_REIT,FTREIT
402,PROPCON,PF_REIT,FUTUREPF
403,PROPCON,PF_REIT,GAHREIT
404,PROPCON,PF_REIT,GROREIT
405,PROPCON,PF_REIT,GVREIT
406,PROPCON,PF_REIT,HPF
407,PROPCON,PF_REIT,HYDROGEN
408,PROPCON,PF_REIT,IMPACT
409,PROPCON,PF_REIT,INETREIT
410,PROPCON,PF_REIT,KPNPF
411,PROPCON,PF_REIT,KTBSTMR
412,PROPCON,PF_REIT,LHHOTEL
413,PROPCON,PF_REIT,LHPF
414,PROPCON,PF_REIT,LHSC
415,PROPCON,PF_REIT,LPF
416,PROPCON,PF_REIT,LUXF
417,PROPCON,PF_REIT,M-II
418,PROPCON,PF_REIT,M-PAT
419,PROPCON,PF_REIT,M-STOR
420,PROPCON,PF_REIT,MIPF
421,PROPCON,PF_REIT,MIT
422,PROPCON,PF_REIT,MJLF
423,PROPCON,PF_REIT,MNIT
424,PROPCON,PF_REIT,MNIT2
425,PROPCON,PF_REIT,MNRF
426,PROPCON,PF_REIT,POPF
427,PROPCON,PF_REIT,PPF
428,PROPCON,PF_REIT,PROSPECT
429,PROPCON,PF_REIT,QHHR
430,PROPCON,PF_REIT,QHOP
431,PROPCON,PF_REIT,QHPF
432,PROPCON,PF_REIT,SIRIP
433,PROPCON,PF_REIT,SPRIME
434,PROPCON,PF_REIT,SRIPANWA
435,PROPCON,PF_REIT,SSPF
436,PROPCON,PF_REIT,SSTRT
437,PROPCON,PF_REIT,TIF1
438,PROPCON,PF_REIT,TLHPF
439,PROPCON,PF_REIT,TNPF
440,PROPCON,PF_REIT,TPRIME
441,PROPCON,PF_REIT,TTLPF
442,PROPCON,PF_REIT,TU-PF
443,PROPCON,PF_REIT,URBNPF
444,PROPCON,PF_REIT,WHABT
445,PROPCON,PF_REIT,WHAIR
446,PROPCON,PF_REIT,WHART
447,RESOURC,ENERG,7UP
448,RESOURC,ENERG,ACC
449,RESOURC,ENERG,ACE
450,RESOURC,ENERG,AGE
451,RESOURC,ENERG,AI
452,RESOURC,ENERG,AIE
453,RESOURC,ENERG,AKR
454,RESOURC,ENERG,BAFS
455,RESOURC,ENERG,BANPU
456,RESOURC,ENERG,BBGI
457,RESOURC,ENERG,BCP
458,RESOURC,ENERG,BCPG
459,RESOURC,ENERG,BGRIM
460,RESOURC,ENERG,BIOTEC
461,RESOURC,ENERG,BPP
462,RESOURC,ENERG,BRRGIF
463,RESOURC,ENERG,CKP
464,RESOURC,ENERG,CV
465,RESOURC,ENERG,DEMCO
466,RESOURC,ENERG,EA
467,RESOURC,ENERG,EASTW
468,RESOURC,ENERG,EGATIF
469,RESOURC,ENERG,EGCO
470,RESOURC,ENERG,EP
471,RESOURC,ENERG,ESSO
472,RESOURC,ENERG,ETC
473,RESOURC,ENERG,GPSC
474,RESOURC,ENERG,GREEN
475,RESOURC,ENERG,GULF
476,RESOURC,ENERG,GUNKUL
477,RESOURC,ENERG,IFEC
478,RESOURC,ENERG,IRPC
479,RESOURC,ENERG,JR
480,RESOURC,ENERG,KBSPIF
481,RESOURC,ENERG,LANNA
482,RESOURC,ENERG,MDX
483,RESOURC,ENERG,NOVA
484,RESOURC,ENERG,OR
485,RESOURC,ENERG,PCC
486,RESOURC,ENERG,PRIME
487,RESOURC,ENERG,PTG
488,RESOURC,ENERG,PTT
489,RESOURC,ENERG,PTTEP
490,RESOURC,ENERG,QTC
491,RESOURC,ENERG,RATCH
492,RESOURC,ENERG,RPC
493,RESOURC,ENERG,SCG
494,RESOURC,ENERG,SCI
495,RESOURC,ENERG,SCN
496,RESOURC,ENERG,SEAOIL
497,RESOURC,ENERG,SGP
498,RESOURC,ENERG,SKE
499,RESOURC,ENERG,SOLAR
500,RESOURC,ENERG,SPCG
501,RESOURC,ENERG,SPRC
502,RESOURC,ENERG,SSP
503,RESOURC,ENERG,SUPER
504,RESOURC,ENERG,SUPEREIF
505,RESOURC,ENERG,SUSCO
506,RESOURC,ENERG,TAE
507,RESOURC,ENERG,TCC
508,RESOURC,ENERG,TGE
509,RESOURC,ENERG,TOP
510,RESOURC,ENERG,TPIPP
511,RESOURC,ENERG,TSE
512,RESOURC,ENERG,TTW
513,RESOURC,ENERG,UBE
514,RESOURC,ENERG,WHAUP
515,RESOURC,ENERG,WP
516,SERVICE,COMM,B52
517,SERVICE,COMM,BEAUTY
518,SERVICE,COMM,BIG
519,SERVICE,COMM,BJC
520,SERVICE,COMM,COM7
521,SERVICE,COMM,CPALL
522,SERVICE,COMM,CPAXT
523,SERVICE,COMM,CPW
524,SERVICE,COMM,CRC
525,SERVICE,COMM,CSS
526,SERVICE,COMM,DOHOME
527,SERVICE,COMM,FN
528,SERVICE,COMM,FTE
529,SERVICE,COMM,GLOBAL
530,SERVICE,COMM,HMPRO
531,SERVICE,COMM,ICC
532,SERVICE,COMM,ILM
533,SERVICE,COMM,IT
534,SERVICE,COMM,KAMART
535,SERVICE,COMM,LOXLEY
536,SERVICE,COMM,MC
537,SERVICE,COMM,MEGA
538,SERVICE,COMM,MIDA
539,SERVICE,COMM,MOSHI
540,SERVICE,COMM,RS
541,SERVICE,COMM,RSP
542,SERVICE,COMM,SABUY
543,SERVICE,COMM,SCM
544,SERVICE,COMM,SINGER
545,SERVICE,COMM,SPC
546,SERVICE,COMM,SPI
547,SERVICE,COMM,SVT
548,SERVICE,COMM,TAN
549,SERVICE,HELTH,AHC
550,SERVICE,HELTH,BCH
551,SERVICE,HELTH,BDMS
552,SERVICE,HELTH,BH
553,SERVICE,HELTH,CHG
554,SERVICE,HELTH,CMR
555,SERVICE,HELTH,EKH
556,SERVICE,HELTH,KDH
557,SERVICE,HELTH,LPH
558,SERVICE,HELTH,M-CHAI
559,SERVICE,HELTH,NEW
560,SERVICE,HELTH,NTV
561,SERVICE,HELTH,PHG
562,SERVICE,HELTH,PR9
563,SERVICE,HELTH,PRINC
564,SERVICE,HELTH,RAM
565,SERVICE,HELTH,RJH
566,SERVICE,HELTH,RPH
567,SERVICE,HELTH,SAFE
568,SERVICE,HELTH,SKR
569,SERVICE,HELTH,THG
570,SERVICE,HELTH,VIBHA
571,SERVICE,HELTH,VIH
572,SERVICE,HELTH,WPH
573,SERVICE,MEDIA,AMARIN
574,SERVICE,MEDIA,AQUA
575,SERVICE,MEDIA,AS
576,SERVICE,MEDIA,BEC
577,SERVICE,MEDIA,FE
578,SERVICE,MEDIA,GPI
579,SERVICE,MEDIA,GRAMMY
580,SERVICE,MEDIA,JKN
581,SERVICE,MEDIA,MACO
582,SERVICE,MEDIA,MAJOR
583,SERVICE,MEDIA,MATCH
584,SERVICE,MEDIA,MATI
585,SERVICE,MEDIA,MCOT
586,SERVICE,MEDIA,MONO
587,SERVICE,MEDIA,NATION
588,SERVICE,MEDIA,ONEE
589,SERVICE,MEDIA,PLANB
590,SERVICE,MEDIA,POST
591,SERVICE,MEDIA,PRAKIT
592,SERVICE,MEDIA,PTECH
593,SERVICE,MEDIA,SE-ED
594,SERVICE,MEDIA,TKS
595,SERVICE,MEDIA,VGI
596,SERVICE,MEDIA,WORK
597,SERVICE,MEDIA,ZAA
598,SERVICE,PROF,BWG
599,SERVICE,PROF,GENCO
600,SERVICE,PROF,PRO
601,SERVICE,PROF,PRTR
602,SERVICE,PROF,SISB
603,SERVICE,PROF,SO
604,SERVICE,PROF,WAVE
605,SERVICE,TOURISM,ASIA
606,SERVICE,TOURISM,BEYOND
607,SERVICE,TOURISM,CENTEL
608,SERVICE,TOURISM,CSR
609,SERVICE,TOURISM,DUSIT
610,SERVICE,TOURISM,ERW
611,SERVICE,TOURISM,GRAND
612,SERVICE,TOURISM,LRH
613,SERVICE,TOURISM,MANRIN
614,SERVICE,TOURISM,MINT
615,SERVICE,TOURISM,OHTL
616,SERVICE,TOURISM,ROH
617,SERVICE,TOURISM,SHANG
618,SERVICE,TOURISM,SHR
619,SERVICE,TOURISM,VRANDA
620,SERVICE,TRANS,AAV
621,SERVICE,TRANS,AOT
622,SERVICE,TRANS,ASIMAR
623,SERVICE,TRANS,B
624,SERVICE,TRANS,BA
625,SERVICE,TRANS,BEM
626,SERVICE,TRANS,BTS
627,SERVICE,TRANS,BTSGIF
628,SERVICE,TRANS,DMT
629,SERVICE,TRANS,ETL
630,SERVICE,TRANS,III
631,SERVICE,TRANS,KEX
632,SERVICE,TRANS,KIAT
633,SERVICE,TRANS,KWC
634,SERVICE,TRANS,MENA
635,SERVICE,TRANS,NOK
636,SERVICE,TRANS,NYT
637,SERVICE,TRANS,PORT
638,SERVICE,TRANS,PRM
639,SERVICE,TRANS,PSL
640,SERVICE,TRANS,RCL
641,SERVICE,TRANS,SAV
642,SERVICE,TRANS,SINO
643,SERVICE,TRANS,SJWD
644,SERVICE,TRANS,TFFIF
645,SERVICE,TRANS,THAI
646,SERVICE,TRANS,TSTE
647,SERVICE,TRANS,TTA
648,SERVICE,TRANS,WICE
649,TECH,ETRON,CCET
650,TECH,ETRON,DELTA
651,TECH,ETRON,HANA
652,TECH,ETRON,KCE
653,TECH,ETRON,METCO
654,TECH,ETRON,SMT
655,TECH,ETRON,SVI
656,TECH,ETRON,TEAM
657,TECH,ICT,ADVANC
658,TECH,ICT,AIT
659,TECH,ICT,ALT
660,TECH,ICT,AMR
661,TECH,ICT,BLISS
662,TECH,ICT,DIF
663,TECH,ICT,DTCENT
664,TECH,ICT,FORTH
665,TECH,ICT,GABLE
666,TECH,ICT,HUMAN
667,TECH,ICT,ICN
668,TECH,ICT,ILINK
669,TECH,ICT,INET
670,TECH,ICT,INSET
671,TECH,ICT,INTUCH
672,TECH,ICT,ITEL
673,TECH,ICT,JAS
674,TECH,ICT,JASIF
675,TECH,ICT,JMART
676,TECH,ICT,JTS
677,TECH,ICT,MFEC
678,TECH,ICT,MSC
679,TECH,ICT,PT
680,TECH,ICT,SAMART
681,TECH,ICT,SAMTEL
682,TECH,ICT,SDC
683,TECH,ICT,SIS
684,TECH,ICT,SKY
685,TECH,ICT,SVOA
686,TECH,ICT,SYMC
687,TECH,ICT,SYNEX
688,TECH,ICT,THCOM
689,TECH,ICT,TKC
690,TECH,ICT,TRUE
691,TECH,ICT,TWZ
